id,input_text,output_text,direction,tone,audience,cultural__context,cultural_context,input_language,output_language,input_length,output_length,input_words,output_words,length_ratio,word_ratio,has_question,has_exclamation,is_greeting,has_cultural_term,complexity
93,Khulna er mach bazar e taka count korte giye confuse hoye jabo,"Going to count taka at Khulna's fish market, I'll get confused",banglish_to_english,neutral,general,,coastal_city_commerce,english,english,62,62,12,11,1.0,0.9166666666666666,False,False,False,False,0.366
94,Foodpanda accepts only digital payment but rural tea stalls prefer cash transactions,Foodpanda shudhu digital payment ney kintu gram er cha dokan cash prefer kore,banglish_to_english,neutral,general,,digital_adoption_gaps,english,english,84,77,12,13,0.9166666666666666,1.0833333333333333,False,False,False,False,0.432
95,"Chittagong port e ship dekhte giye mobile er battery shesh, charger nei","Went to see ships at Chittagong port, mobile battery finished, no charger",banglish_to_english,neutral,general,,device_dependency_travel,english,english,71,73,12,12,1.028169014084507,1.0,False,False,False,False,0.393
96,Local rickshaw wala knows every shortcut through Rajshahi's university area traffic,Rajshahi university area er traffic er moddhe diye local rickshaw wala shob shortcut jane,banglish_to_english,neutral,general,,university_city_mobility,english,english,83,89,11,14,1.072289156626506,1.2727272727272727,False,False,False,False,0.414
97,Dhaka te fire eshe prothom kemon lagche? Sylhet er theke onek alada,How does it feel coming back to Dhaka? Very different from Sylhet,banglish_to_english,neutral,general,,cultural_transition_experience,english,english,67,65,12,12,0.9701492537313433,1.0,False,False,False,False,0.381
98,Hotel breakfast menu changes completely based on which division you're visiting,Kon division e visit korcho tar opor hotel breakfast menu completely change hoy,banglish_to_english,neutral,general,,travel_accommodation_variety,english,english,79,79,11,13,1.0,1.1818181818181819,False,False,False,False,0.402
99,"CNG auto rickshaw meter cholche na, Barisal e shobshomoy negotiate korte hoy","CNG auto rickshaw meter isn't working, in Barisal always have to negotiate",banglish_to_english,neutral,general,,fare_negotiation_reality,english,english,76,74,12,12,0.9736842105263158,1.0,False,False,False,False,0.408
100,"Train journey shesh, finally Dhaka station e neme ghor er dike jabo","Train journey finished, finally getting off at Dhaka station and heading home",banglish_to_english,neutral,general,,arrival_satisfaction,english,english,67,77,12,12,1.1492537313432836,1.0,False,False,False,False,0.381
101,Amma Toronto te winter depression struggle kore,Mom struggles with winter depression in Toronto,banglish_to_english,casual,general,,Mental health awareness in immigrant communities—acknowledging seasonal affective challenges while maintaining family communication patterns,english,english,47,47,7,7,1.0,1.0,False,False,False,False,0.246
102,Dada MBA korte chan but family pressure ache business join korar jonno,Elder brother wants to do MBA but there's family pressure to join the business,banglish_to_english,professional,general,,Traditional family business expectations versus individual career aspirations—common generational tension in Bengali families,english,english,70,78,12,14,1.1142857142857143,1.1666666666666667,False,False,False,True,0.5900000000000001
103,Your Bengali pronunciation is getting better day by day,Tomar Bangla uccharon din din bhalo hoye jache,banglish_to_english,neutral,general,,Language learning encouragement with respectful 'tomar' form—supporting non-native speakers' Bengali acquisition journey,english,banglish,55,46,9,8,0.8363636363636363,0.8888888888888888,False,False,False,False,0.30000000000000004
104,Baba retirement er por gardening obsessed hoye geche,Dad has become obsessed with gardening after retirement,banglish_to_english,casual,general,,Post-retirement hobby adoption as cultural adaptation—Bengali fathers finding new purpose through nurturing activities,english,english,52,55,8,8,1.0576923076923077,1.0,False,False,False,False,0.276
105,Christmas e amra biryani baniyechi instead of turkey,We made biryani for Christmas instead of turkey,banglish_to_english,casual,general,,Cultural fusion during Western holidays—maintaining Bengali food traditions while participating in adopted country celebrations,english,english,52,47,8,8,0.9038461538461539,1.0,False,False,False,False,0.276
106,Didi Vancouver e snow storm e stuck ache,Sister is stuck in a snowstorm in Vancouver,banglish_to_english,neutral,general,,Weather-related family concern across distances—immediate family anxiety about safety during extreme weather events,english,english,40,43,8,8,1.075,1.0,False,False,False,True,0.44
107,The immigration lawyer said our case looks promising,Immigration lawyer boleche amader case ta promising dekhacha,banglish_to_english,neutral,general,,Legal immigration process communication—mixing technical English terms with Bengali family discussion patterns,english,english,52,60,8,8,1.1538461538461537,1.0,False,False,False,False,0.276
108,Nana London theke video call e puja dekhacha,Grandpa is showing the puja ceremony through video call from London,banglish_to_english,neutral,general,,Religious participation across continents—maintaining spiritual connections through digital means during festivals,english,english,44,67,8,11,1.5227272727272727,1.375,False,False,False,True,0.452
109,Ma Seattle e first time snow touch koreche,Mom touched snow for the first time in Seattle,banglish_to_english,neutral,general,,Milestone moments in immigrant experience—first encounters with climate phenomena absent in homeland,english,english,42,46,8,9,1.0952380952380953,1.125,False,False,False,False,0.246
110,Boss promotion diye unexpected raise o diyeche,Boss gave promotion and also gave an unexpected raise,banglish_to_english,neutral,general,,Career advancement celebration—professional achievements shared in family communication style,english,english,46,53,7,9,1.1521739130434783,1.2857142857142858,False,False,False,False,0.243
111,Mami Chicago te desi grocery store khuleche,Aunt has opened a desi grocery store in Chicago,banglish_to_english,neutral,general,,Entrepreneurial success in immigrant communities—family pride in business establishment serving cultural needs,english,english,43,47,7,9,1.0930232558139534,1.2857142857142858,False,False,False,False,0.23399999999999999
112,Your Bangla handwriting reminds me of my grandmother's,Tomar Bangla hater lekha amar dadi'r moto lagche,banglish_to_english,neutral,general,,Intergenerational connection through script—emotional bridges across cultural and temporal distances,english,banglish,54,48,8,8,0.8888888888888888,1.0,False,False,False,False,0.28200000000000003
113,Chhoto bhai Harvard e acceptance peyeche,Little brother got acceptance to Harvard,banglish_to_english,neutral,general,,Educational achievement celebration—family honor through academic success in prestigious institutions,english,english,40,40,6,6,1.0,1.0,False,False,False,True,0.41000000000000003
114,Thakuma Zoom e ranna shikhache amader,Grandma taught us cooking on Zoom,banglish_to_english,neutral,general,,Digital knowledge transfer across generations—preserving culinary traditions through technology,english,english,37,33,6,6,0.8918918918918919,1.0,False,False,False,False,0.201
115,The wedding planner understands Bengali customs surprisingly well,Wedding planner Bangali riti unexpectedly bhalo bujhe,banglish_to_english,neutral,general,,Cultural competency appreciation—surprise at non-Bengali professionals understanding traditional requirements,english,english,65,53,8,7,0.8153846153846154,0.875,False,False,False,False,0.315
116,Khala Toronto te first time subway ride niyeche,Aunt took her first subway ride in Toronto,banglish_to_english,neutral,general,,Urban navigation achievements—celebrating immigrant adaptation to metropolitan transportation systems,english,english,47,42,8,8,0.8936170212765957,1.0,False,False,False,True,0.461
117,Winter boots kinte giye sticker shock peyechi,I got sticker shock when buying winter boots,banglish_to_english,neutral,general,,Cost-of-living reality checks—financial surprises in cold climate adaptation expenses,english,english,45,44,7,8,0.9777777777777777,1.1428571428571428,False,False,False,False,0.24
118,Mamu tax season e completely stressed hoye jache,Uncle gets completely stressed during tax season,banglish_to_english,neutral,general,,Annual bureaucratic stress—immigrant navigation of complex financial systems and documentation,english,english,48,48,8,7,1.0,0.875,False,False,False,False,0.264
119,Your Durga Puja decorations look absolutely stunning,Tomar Durga Puja sajsajja ekdom chomotkar lagche,banglish_to_english,neutral,general,,Festival aesthetic appreciation—recognizing artistic efforts in religious celebration preparations,english,english,52,48,7,7,0.9230769230769231,1.0,False,False,False,True,0.461
120,Babu Melbourne e coffee culture e adjust korte parche na,Dad can't adjust to the coffee culture in Melbourne,banglish_to_english,neutral,general,,Beverage preference challenges—generational differences in adapting to local consumption habits,english,english,56,51,10,9,0.9107142857142857,0.9,False,False,False,False,0.318
121,The immigration officer was surprisingly helpful and patient,Immigration officer ashcharjojanak bhabe sahajyo koreche ar dhairjo dhoreche,banglish_to_english,neutral,general,,Bureaucratic interaction relief—positive experiences with official processes defying expectations,english,english,60,76,8,9,1.2666666666666666,1.125,False,False,False,False,0.3
122,Pisi Sydney te first time kangaroo dekhe ecstatic hoye geche,Aunt became ecstatic seeing kangaroos for the first time in Sydney,banglish_to_english,neutral,general,,Wildlife encounter excitement—unique fauna experiences marking memorable moments in adopted countries,english,english,60,66,10,11,1.1,1.1,False,False,False,False,0.32999999999999996
123,Homeowners insurance claim process ta nightmare hoye dareche,The homeowners insurance claim process has become a nightmare,banglish_to_english,neutral,general,,Property ownership challenges—complex administrative procedures creating stress for immigrant homeowners,english,english,60,61,8,9,1.0166666666666666,1.125,False,False,False,False,0.3
124,Beta Calgary te winter driving lessons nichhe,Son is taking winter driving lessons in Calgary,banglish_to_english,neutral,general,,Seasonal skill acquisition—practical adaptation requirements for safe navigation in harsh climates,english,english,45,47,7,8,1.0444444444444445,1.1428571428571428,False,False,False,False,0.24
125,Your understanding of Bengali family dynamics is impressively nuanced,Bangali paribarik byapar ta tumi impressively nuanced bhabe bujho,banglish_to_english,respectful,general,,Cultural insight appreciation—acknowledging deep comprehension of complex social structures and relationships,english,english,69,65,9,9,0.9420289855072463,1.0,False,False,False,False,0.34199999999999997
126,Daraz e order kora product ta fake chilo ar return policy hopeless,The product I ordered from Daraz was fake and the return policy is hopeless,banglish_to_english,neutral,general,,E-commerce trust challenges—highlighting consumer protection gaps in Bangladesh's rapidly growing online retail market,english,english,66,75,12,14,1.1363636363636365,1.1666666666666667,False,False,False,False,0.378
127,Your appreciation for our nakshi kantha artistry moves me to tears,Amader nakshi kantha shilpokormo ta tomar je recognition seta amake kadte korche,banglish_to_english,neutral,general,,Traditional embroidery reverence—profound emotional response to outsider appreciation of Bangladesh's iconic quilting heritage,english,english,66,80,11,12,1.2121212121212122,1.0909090909090908,False,False,False,False,0.363
128,Chachato bhai MIT e full scholarship peyeche engineering e,Cousin brother got full scholarship to MIT for engineering,banglish_to_english,neutral,general,,Academic achievement celebration—family honor through prestigious international university admission with financial support,english,english,58,58,9,9,1.0,1.0,False,False,False,True,0.509
129,Pahela Baishakh e Ramna Batamul e cultural program attend korte chai,Want to attend cultural program at Ramna Batamul on Pahela Baishakh,banglish_to_english,neutral,general,,New Year celebration participation—desire to experience Bangladesh's premier cultural venue during the nation's most significant secular festival,english,english,68,67,11,11,0.9852941176470589,1.0,False,False,False,False,0.369
130,The monsoon cricket you described captures our rainy season soul,Je monsoon cricket describe korecho seta amader brishti moshumer atma capture kore,banglish_to_english,neutral,general,,Seasonal sport tradition—recognizing authentic representation of how rain transforms Bangladesh's beloved game into unique cultural experience,english,english,64,82,10,12,1.28125,1.2,False,False,False,False,0.34199999999999997
131,Mama Qatar e World Cup construction e kaj kore family support korchen,Uncle is supporting family by working in Qatar World Cup construction,banglish_to_english,respectful,general,,Gulf migration labor reality—acknowledging sacrificial overseas work that sustains Bangladeshi families through remittance economy,english,english,69,69,12,11,1.0,0.9166666666666666,False,False,False,True,0.587
132,Village e solar panel setup dekhe rural electrification progress e amazed hoye gechi,Got amazed seeing solar panel setup in village showing rural electrification progress,banglish_to_english,neutral,general,,Renewable energy advancement—witnessing sustainable development initiatives transforming Bangladesh's countryside infrastructure,english,english,84,85,13,12,1.0119047619047619,0.9230769230769231,False,False,False,False,0.447
133,Your sensitivity to our Liberation War stories deserves deepest respect,Amader Muktijuddho er golpo gulo tomar je sensitivity ache seta deepest respect deserve kore,banglish_to_english,neutral,general,,Historical trauma recognition—appreciating profound understanding of Bangladesh's foundational independence struggle and its ongoing emotional significance,english,english,71,92,10,14,1.295774647887324,1.4,False,False,False,False,0.363
134,Eid er age tailoring shop e dress fit korte giye crowd e suffocate hoye gechi,Got suffocated in the crowd while getting dress fitted at tailoring shop before Eid,banglish_to_english,neutral,general,,Festival preparation chaos—pre-celebration tailoring rush creating claustrophobic experiences in traditional clothing customization services,english,english,77,83,15,14,1.077922077922078,0.9333333333333333,False,False,False,True,0.6559999999999999
135,Sundarbans tour e Royal Bengal Tiger dekhar chance miss kore disappointed hoye gechi,Got disappointed missing the chance to see Royal Bengal Tiger during Sundarbans tour,banglish_to_english,neutral,general,,Wildlife tourism expectation—unique frustration of missing Bangladesh's iconic endangered species in its natural mangrove habitat,english,english,84,84,13,13,1.0,1.0,False,False,False,False,0.447
136,The way you understand our jatra folk theater shows cultural depth,Amader jatra natak ta je bhabe bujho seta cultural depth dekhae,banglish_to_english,neutral,general,,Traditional performance appreciation—recognizing sophisticated understanding of Bangladesh's rural theatrical art form and its social commentary,english,english,66,63,11,11,0.9545454545454546,1.0,False,False,False,False,0.363
137,Didi Toronto theke Bangladeshi grocery items pathiye diyeche,Sister sent Bangladeshi grocery items from Toronto,banglish_to_english,neutral,general,,Transnational food care—overseas family members maintaining cultural culinary connections through specialty ingredient sharing,english,english,60,50,8,7,0.8333333333333334,0.875,False,False,False,True,0.5
138,Load shedding e online class miss kore academic pressure barche,Academic pressure is increasing due to missing online classes because of load shedding,banglish_to_english,neutral,general,,Infrastructure education impact—power outage challenges affecting digital learning continuity and academic performance,english,english,63,86,10,13,1.3650793650793651,1.3,False,False,False,False,0.33899999999999997
139,Your documentation of our boat race traditions feels authentically Bengali,Amader nouka baich er tradition ta tomar documentation e authentically Bengali lagche,banglish_to_english,neutral,general,,Water sport heritage recognition—praising genuine representation of Bangladesh's traditional riverine racing culture,english,english,74,85,10,12,1.1486486486486487,1.2,False,False,False,False,0.372
140,Khalamama fisherman theke businessman howar journey ta inspiring,Uncle's journey from fisherman to businessman is inspiring,banglish_to_english,neutral,general,,Economic mobility narrative—celebrating entrepreneurial transformation within traditional occupational contexts,english,english,64,58,8,8,0.90625,1.0,False,False,False,True,0.512
141,Chittagong Hill Tracts e tribal culture experience korte giye mind-blown hoye gechi,Got mind-blown experiencing tribal culture in Chittagong Hill Tracts,banglish_to_english,neutral,general,,Indigenous diversity encounter—profound impact of experiencing Bangladesh's ethnic minority cultures in their traditional territories,english,english,83,68,12,9,0.8192771084337349,0.75,False,False,False,False,0.42899999999999994
142,Your respect for our Baul music philosophy touches the depths of my soul,Amader Baul ganer darshonik darshan ta tomar je shoroddha seta amar atmar gobhir e chhoy jae,banglish_to_english,neutral,general,,Mystical music reverence—spiritual response to outsider appreciation of Bangladesh's Sufi folk tradition and its philosophical depth,english,banglish,72,92,13,16,1.2777777777777777,1.2307692307692308,False,False,False,False,0.41100000000000003
143,Baba retirement er por village e poultry farm setup koreche successfully,Dad successfully set up poultry farm in village after retirement,banglish_to_english,neutral,general,,Rural entrepreneurship success—elderly family members achieving agricultural business goals in countryside settings,english,english,72,64,11,10,0.8888888888888888,0.9090909090909091,False,False,False,False,0.381
144,Durga Puja immersion procession e participate kore emotional hoye porechi,Got emotional participating in Durga Puja immersion procession,banglish_to_english,neutral,general,,Religious ceremony participation—emotional involvement in Hindu festival concluding rituals creating spiritual connection,english,english,73,62,10,8,0.8493150684931506,0.8,False,False,False,True,0.569
145,The authenticity of your Bangladesh village life documentation is remarkable,Tomar Bangladesh er gram jibon er documentation er je authenticity seta remarkable,banglish_to_english,neutral,general,,Rural life representation quality—acknowledging exceptional genuine portrayal of authentic countryside experiences,english,english,76,82,10,12,1.0789473684210527,1.2,False,False,False,False,0.378
146,Sylhet er cha bagan e first time tea plucking experience kore thrilled hoye gechi,Got thrilled experiencing tea plucking for the first time in Sylhet tea gardens,banglish_to_english,neutral,general,,Agricultural tourism participation—hands-on involvement in Bangladesh's signature highland plantation industry,english,english,81,79,14,13,0.9753086419753086,0.9285714285714286,False,False,False,False,0.45299999999999996
147,Nani WhatsApp e voice message pathiye recipe explain korchen,Grandma is explaining recipe by sending voice messages on WhatsApp,banglish_to_english,neutral,general,,Digital elderly adaptation—grandmothers embracing technology to maintain culinary knowledge transfer across distances,english,english,60,66,9,10,1.1,1.1111111111111112,False,False,False,True,0.515
148,Your understanding of our river-centric culture runs oceanic deep,Amader nodi-kendrik sangskriti ta tomar je bujhabujhi seta samudriker moto gobhir,banglish_to_english,neutral,general,,Geographical culture appreciation—metaphorically deep recognition of how rivers fundamentally shape Bangladeshi civilization and identity,english,english,65,81,9,11,1.2461538461538462,1.2222222222222223,False,False,False,False,0.33
149,Garments export business e success dekhe proud feel korchi Bangladesh er jonno,Feeling proud for Bangladesh seeing success in garments export business,banglish_to_english,neutral,general,,Industrial achievement pride—national satisfaction with Bangladesh's textile industry global competitiveness and economic contribution,english,english,78,71,12,10,0.9102564102564102,0.8333333333333334,False,False,False,False,0.414
150,The monsoon melancholy you captured in that poem is pure Bangladesh emotion,Je monsoon melancholy tumi sei kobitate capture korecho seta pure Bangladesh emotion,banglish_to_english,neutral,general,,Seasonal mood documentation—recognizing authentic representation of the complex emotional relationship Bangladeshis have with rainy season,english,english,75,84,12,12,1.12,1.0,False,False,False,False,0.40499999999999997
151,"Bhai, ajke rickshaw pawa jabe kina? Onek late hoye geche","Brother, do you think we'll find a rickshaw this late?",banglish_to_english,neutral,general,,dhaka_transport_anxiety,english,english,56,54,10,10,0.9642857142857143,1.0,False,False,False,True,0.518
152,The hotel check-in requires valid passport and local reference,Hotel e check-in er jonno passport ar local reference lagbe,banglish_to_english,neutral,general,,accommodation_requirements,english,english,62,59,9,10,0.9516129032258065,1.1111111111111112,False,False,False,False,0.321
153,Kemon achho tumi? Cha dokan e boshe tomake wait korchi,Where are you? I'm sitting at the tea stall waiting for you,banglish_to_english,neutral,general,,social_coordination_culture,english,english,54,59,10,12,1.0925925925925926,1.2,False,False,False,False,0.312
154,My grandmother refuses to use WhatsApp but loves voice calls,Nani WhatsApp use korte chan na kintu voice call khub valobasen,banglish_to_english,neutral,general,,tech_generation_gap,english,english,60,63,10,11,1.05,1.1,False,False,False,False,0.32999999999999996
155,"Kukur-ta ke dekhe bhoy lagche, kintu owner bole 'o khub gentle'",The dog looks scary but the owner says 'he's very gentle',banglish_to_english,neutral,general,,street_animal_interactions,english,english,63,57,11,11,0.9047619047619048,1.0,False,False,False,False,0.354
156,Train station announcements are impossible to understand here,Station er announcement gulo ekhane bujha jay na,banglish_to_english,neutral,general,,railway_communication_gaps,english,english,61,48,8,8,0.7868852459016393,1.0,False,False,False,False,0.303
157,"Dhan'yabada khala, apnar fuchka recipe ta exactly ghor er moto","Thank you aunt, your fuchka recipe tastes exactly like home",banglish_to_english,neutral,general,,comfort_food_appreciation,english,english,62,59,10,10,0.9516129032258065,1.0,False,False,False,True,0.536
158,The rickshaw driver started playing romantic songs for couples,Rickshaw uncle couple der jonno romantic gan bajate shuru korlen,banglish_to_english,neutral,general,,transportation_entertainment,english,english,62,64,9,10,1.032258064516129,1.1111111111111112,False,False,False,False,0.321
159,"Mummy, phone ta charge kora ache? Ami GPS cholate parchi na","Mom, is the phone charged? I can't run GPS",banglish_to_english,neutral,general,,modern_navigation_struggles,english,english,59,42,11,9,0.711864406779661,0.8181818181818182,False,False,False,False,0.34199999999999997
160,Street vendor's cha tastes better than expensive coffee shops,Roadside cha wallah er cha expensive coffee shop theke bhalo,banglish_to_english,neutral,general,,street_culture_superiority,english,english,61,60,9,10,0.9836065573770492,1.1111111111111112,False,False,False,False,0.318
161,Hotel e AC ta thik ache to? Summer e ekhane thaka mushkil,Is the hotel AC working? It's difficult to stay here in summer,banglish_to_english,neutral,general,,weather_comfort_priorities,english,english,57,62,12,12,1.087719298245614,1.0,False,False,False,False,0.351
162,My boyfriend learned Bengali just to talk with my family,Amar boyfriend Bengali shikhche family der sathe kotha bolte,banglish_to_english,neutral,general,,language_learning_love,english,english,56,60,10,9,1.0714285714285714,0.9,False,False,False,False,0.318
163,Train er ticket online book kora jay? Line e dariye thakte chai na,Can train tickets be booked online? Don't want to stand in line,banglish_to_english,neutral,general,,modern_booking_preferences,english,english,66,63,13,12,0.9545454545454546,0.9230769230769231,False,False,False,False,0.393
164,The neighborhood kukur-era recognize regular morning walkers,Moholla er kukur-era regular shokal e walk kora manush der chene,banglish_to_english,neutral,general,,animal_human_recognition,english,english,60,64,7,11,1.0666666666666667,1.5714285714285714,False,False,False,False,0.285
165,"Baba, Instagram story te photo upload korte pari ki na?","Dad, can I upload photos to Instagram story?",banglish_to_english,neutral,general,,parent_digital_boundaries,english,english,55,44,10,8,0.8,0.8,True,False,False,False,0.315
166,Lost luggage at airport means wearing same clothes three days,Airport e luggage hariye gele tin din same kapor porte hoy,banglish_to_english,neutral,general,,clothing_emergency_reality,english,english,61,58,10,11,0.9508196721311475,1.1,False,False,False,False,0.33299999999999996
167,"Rickshaw uncle, music ektu kom korben? Phone call korte hobe","Rickshaw uncle, could you lower the music? I need to make a call",banglish_to_english,neutral,general,,public_space_etiquette,english,english,60,64,10,13,1.0666666666666667,1.3,False,False,False,False,0.32999999999999996
168,The street food vendor remembers everyone's spice preferences,Fuchka wallah shobai er spice preference mone rakhen,banglish_to_english,neutral,general,,personalized_service_culture,english,english,61,52,8,8,0.8524590163934426,1.0,False,False,False,False,0.303
169,"Ma, WiFi password ta ki? Video call korte hobe boyfriend er sathe","Mom, what's the WiFi password? I need to video call my boyfriend",banglish_to_english,neutral,general,,family_tech_sharing,english,english,65,64,12,12,0.9846153846153847,1.0,False,False,False,False,0.375
170,Hotel breakfast timing doesn't match our family prayer schedule,Hotel er breakfast timing amader family prayer er sathe mile na,banglish_to_english,neutral,general,,prayer_meal_coordination,english,english,63,63,9,11,1.0,1.2222222222222223,False,False,False,False,0.324
171,Cha dokan er uncle always jane kon newspaper kinte hobe,The tea stall uncle always knows which newspaper to buy,banglish_to_english,neutral,general,,community_service_understanding,english,english,55,55,10,10,1.0,1.0,False,False,False,False,0.315
172,My parents video call during every meal to check what I'm eating,Baba ma prottek khawa r shomoy video call kore ki khachi dekhe,banglish_to_english,neutral,general,,food_supervision_culture,english,english,64,62,12,12,0.96875,1.0,False,False,False,False,0.372
173,Train e seat confirm hoyeche? Standing ticket e jete chai na,Is the train seat confirmed? Don't want to travel with standing ticket,banglish_to_english,neutral,general,,railway_booking_concerns,english,english,60,70,11,12,1.1666666666666667,1.0909090909090908,False,False,False,False,0.345
174,The neighborhood dogs guard everyone's children during playtime,Moholla er kukur-der bachcha-der khela r shomoy guard kore,banglish_to_english,neutral,general,,street_safety_culture,english,english,63,58,8,9,0.9206349206349206,1.125,False,False,False,False,0.309
175,Hotel room e mosquito coil lagbe? Raat e ghumano mushkil hoye jabe,Will we need mosquito coil in hotel room? Sleeping becomes difficult at night,banglish_to_english,neutral,general,,pest_management_concerns,english,english,66,77,12,13,1.1666666666666667,1.0833333333333333,False,False,False,False,0.378
176,Street vendors start recognizing you after three visits,Tin bar gele street vendor ra tomake chinte shuru kore,banglish_to_english,neutral,general,,repeat_customer_recognition,english,english,55,54,8,10,0.9818181818181818,1.25,False,False,False,False,0.28500000000000003
177,"Bhai, phone er battery shesh, rickshaw wallah ke address ta bolo","Brother, phone battery died, tell the rickshaw driver the address",banglish_to_english,neutral,general,,device_dependency_solutions,english,english,64,65,11,10,1.015625,0.9090909090909091,False,False,False,True,0.5569999999999999
178,My girlfriend's family invited me for their traditional fish curry,Amar girlfriend er family amake traditional fish curry khete dakche,banglish_to_english,neutral,general,,family_integration_moments,english,english,66,67,10,10,1.0151515151515151,1.0,False,False,False,False,0.348
179,Hotel check-out er age suitcase ta properly pack kora ache?,Is the suitcase properly packed before hotel check-out?,banglish_to_english,neutral,general,,leaving_anxiety,english,english,59,55,10,8,0.9322033898305084,0.8,True,False,False,False,0.32699999999999996
180,The tea stall becomes unofficial neighborhood news center every evening,Shondha belay cha dokan moholla er unofficial news center hoye jay,banglish_to_english,neutral,general,,information_exchange_culture,english,english,71,66,10,11,0.9295774647887324,1.1,False,False,False,False,0.363
181,"Ma, GPS ta kemon kaj kore? Ami rastay hariye jabo","Mom, how does GPS work? I'm going to get lost on the road",banglish_to_english,neutral,general,,directional_confidence_issues,banglish,english,49,57,10,13,1.163265306122449,1.3,False,False,False,False,0.297
182,Train compartment's charging point works only near window seats,Train er compartment e charging point shudhu window seat er kache kaj kore,banglish_to_english,neutral,general,,seating_preference_priorities,english,english,63,74,9,13,1.1746031746031746,1.4444444444444444,False,False,False,False,0.324
183,"Rickshaw fare ta advance e confirm korte hobe, meter nei","Have to confirm rickshaw fare in advance, there's no meter",banglish_to_english,neutral,general,,fare_discussion_culture,english,english,56,58,10,10,1.0357142857142858,1.0,False,False,False,False,0.318
184,The hotel staff learned basic Bengali phrases for Bangladeshi guests,Hotel staff Bangladeshi guest der jonno basic Bengali phrase shikhche,banglish_to_english,neutral,general,,language_service_improvement,english,english,68,69,10,10,1.0147058823529411,1.0,False,False,False,False,0.354
185,"Cha dokan uncle, ajke newspaper ta free te diye den please","Tea stall uncle, please give today's newspaper for free",banglish_to_english,neutral,general,,community_favor_requests,english,english,58,55,11,9,0.9482758620689655,0.8181818181818182,False,False,False,False,0.33899999999999997
186,Amma visa interview e nervous hoye jabo,Mom I'll get nervous in the visa interview,banglish_to_english,casual,general,Seeking maternal comfort before major life transitions - reflects deep family bonds in Bengali culture during international mobility,general,english,english,39,42,7,8,1.0769230769230769,1.1428571428571428,False,False,False,False,0.22199999999999998
187,The monsoon flooding situation looks serious,Borsha er bonna ta serious dekhacche,banglish_to_english,professional,general,Foreign professionals learning to discuss seasonal challenges using appropriate local terminology for workplace conversations,general,english,english,44,36,6,6,0.8181818181818182,1.0,False,False,False,False,0.222
188,Fufu tumi ki meditation practice koro,Aunt do you practice meditation regularly,banglish_to_english,casual,general,Younger generation seeking wellness wisdom from elder Bengali women while respecting traditional family hierarchy,general,banglish,english,37,41,6,6,1.1081081081081081,1.0,False,False,False,False,0.201
189,Your documentary about rural Bangladesh is powerful,Tomar gram er upor documentary ta powerful,banglish_to_english,professional,general,International filmmakers receiving recognition for authentic portrayal of Bengali village life and social issues,general,english,english,51,42,7,7,0.8235294117647058,1.0,False,False,False,False,0.258
190,Bhai startup pitch e investor impress holo,Dude the investors were impressed by your startup pitch,banglish_to_english,casual,general,Bengali entrepreneurs celebrating business success while maintaining traditional brotherly address patterns in modern contexts,general,english,english,42,55,7,9,1.3095238095238095,1.2857142857142858,False,False,False,True,0.431
191,The street art scene here is incredibly vibrant,Ekhane street art er scene ta incredibly vibrant,banglish_to_english,casual,general,Foreign visitors expressing appreciation for Dhaka's urban creative culture using locally resonant language patterns,general,english,english,47,48,8,8,1.0212765957446808,1.0,False,False,False,False,0.261
192,Chacha property investment er risk factor ki,Uncle what are the risk factors in property investment,banglish_to_english,professional,general,Cross-cultural financial planning discussions respecting Bengali elder consultation traditions in modern investment decisions,general,english,english,44,54,7,9,1.2272727272727273,1.2857142857142858,False,False,False,False,0.237
193,Remote learning platforms work differently here,Remote learning platform gula ekhane alada kaj korey,banglish_to_english,professional,general,Academic researchers documenting educational technology adoption patterns in South Asian contexts,general,english,english,47,52,6,8,1.1063829787234043,1.3333333333333333,False,False,False,False,0.23099999999999998
194,Didi tumi freelancing e successful hoye gecho,Sister you've become successful in freelancing,banglish_to_english,casual,general,Celebrating female entrepreneurship achievements while maintaining traditional sister-respect addressing common in Bengali families,general,english,english,45,46,7,6,1.0222222222222221,0.8571428571428571,False,False,False,True,0.44
195,The cultural festival planning needs more volunteers,Cultural festival er planning e aro volunteer dorkar,banglish_to_english,professional,general,Foreign community organizers learning to mobilize local support for multicultural events using appropriate community language,general,english,english,52,52,7,8,1.0,1.1428571428571428,False,False,False,False,0.261
196,Nani Bitcoin price volatility bujhte parchen,Grandmother do you understand Bitcoin price volatility,banglish_to_english,neutral,general,Generational gap humor - young Bengalis explaining cryptocurrency to traditional elders with affectionate absurdity,general,english,english,44,54,6,7,1.2272727272727273,1.1666666666666667,False,False,False,True,0.42200000000000004
197,Your research methodology is quite innovative,Tomar research methodology ta quite innovative,banglish_to_english,professional,general,International academics praising Bengali researchers using respectful local communication patterns for scholarly collaboration,general,english,english,45,46,6,6,1.0222222222222221,1.0,False,False,False,False,0.225
198,Mama coworking space ta productive environment,Bro the coworking space is a productive environment,banglish_to_english,casual,general,Modern workplace discussions among Bengali professionals mixing traditional familiarity with contemporary work culture terminology,general,english,english,46,51,6,8,1.108695652173913,1.3333333333333333,False,False,False,True,0.42800000000000005
